Id,SalePrice
1683,181061.06
1684,169286.08
1685,171813.58
1686,169934.72
1687,167018.97
1688,181578.58
1689,185863.9
1690,184285.53
1691,177166.34
1692,264340.5
1693,170663.5
1694,182029.12
1695,166780.88
1696,273540.06
1697,172369.66
1698,360607.22
1699,338953.28
1700,257621.52
1701,257859.97
1702,244472.2
1703,247186.36
1704,301544.1
1705,243964.66
1706,455987.3
1707,226471.97
1708,215092.62
1709,284832.84
1710,223610.48
1711,256252.53
1712,222700.98
1713,251839.1
1714,220497.73
1715,207340.38
1716,178524.84
1717,163645.84
1718,138290.12
1719,200703.31
1720,266339.03
1721,166440.7
1722,124592.88
1723,155620.66
1724,209806.14
1725,231914.78
1726,186878.98
1727,166424.81
1728,181025.38
1729,167474.72
1730,168188.06
1731,116091.87
1732,131312.14
1733,119824.56
1734,123188.445
1735,131132.11
1736,117592.89
1737,347250.62
1738,217033.86
1739,257525.92
1740,197876.11
1741,192985.81
1742,178379.03
1743,167146.89
1744,307562.66
1745,233755.39
1746,237832.27
1747,215367.2
1748,204860.12
1749,153507.86
1750,132783.55
1751,225277.3
1752,124670.11
1753,136369.36
1754,206231.86
1755,167395.48
1756,127188.98
1757,123022.836
1758,144583.92
1759,169600.52
1760,161191.36
1761,132379.47
1762,161649.12
1763,169451.16
1764,117236.92
1765,166076.6
1766,167714.03
1767,210263.6
1768,141180.42
1769,161121.64
1770,144042.9
1771,128612.57
1772,139637.19
1773,134759.33
1774,121799.336
1775,140901.9
1776,125246.766
1777,115625.59
1778,137951.16
1779,112607.234
1780,179959.95
1781,132266.61
1782,95500.195
1783,128575.45
1784,97640.08
1785,113925.67
1786,128036.0
1787,167405.36
1788,57225.23
1789,97462.34
1790,93197.55
1791,174257.28
1792,154832.17
1793,133485.69
1794,145882.83
1795,141141.9
1796,126127.016
1797,113021.06
1798,127799.88
1799,118110.14
1800,131106.31
1801,126304.95
1802,118889.234
1803,153598.92
1804,142272.45
1805,137990.61
1806,114336.29
1807,133176.73
1808,114772.805
1809,120500.93
1810,144897.78
1811,109592.24
1812,108865.95
1813,124720.87
1814,97701.48
1815,55778.06
1816,95662.57
1817,119171.11
1818,133491.6
1819,119734.94
1820,69002.06
1821,99085.98
1822,154406.28
1823,58414.816
1824,138567.66
1825,146127.55
1826,106708.305
1827,104674.0
1828,142373.1
1829,108724.74
1830,148197.95
1831,144508.45
1832,96798.414
1833,142286.86
1834,125211.53
1835,165848.8
1836,133091.95
1837,82851.9
1838,132059.03
1839,75843.66
1840,169256.73
1841,151947.56
1842,77102.1
1843,134947.9
1844,136042.7
1845,135961.81
1846,154557.69
1847,149842.97
1848,52728.09
1849,112288.25
1850,123907.29
1851,155726.42
1852,132768.12
1853,131112.67
1854,173477.88
1855,151197.75
1856,222862.25
1857,161858.55
1858,133083.56
1859,121141.94
1860,153600.23
1861,121383.984
1862,265564.88
1863,264674.2
1864,264674.2
1865,326993.66
1866,325915.44
1867,244239.66
1868,307310.72
1869,200945.17
1870,233847.17
1871,260421.72
1872,172136.28
1873,233934.22
1874,139524.27
1875,194115.48
1876,190803.44
1877,209913.55
1878,203677.27
1879,136181.66
1880,137275.55
1881,231327.92
1882,246266.4
1883,198303.77
1884,206188.34
1885,270730.78
1886,303403.5
1887,202759.19
1888,273900.75
1889,167383.94
1890,128358.29
1891,141516.25
1892,105552.95
1893,127615.83
1894,123590.336
1895,141081.14
1896,123076.8
1897,114742.305
1898,107417.5
1899,154478.42
1900,155934.48
1901,176472.45
1902,128140.04
1903,200947.47
1904,150424.92
1905,187987.42
1906,170414.86
1907,216377.62
1908,122261.68
1909,140449.11
1910,128561.99
1911,208896.38
1912,279977.4
1913,150623.34
1914,69667.32
1915,325184.47
1916,78623.88
1917,252924.33
1918,139805.34
1919,161308.8
1920,137059.62
1921,408529.0
1922,318567.9
1923,211919.72
1924,239721.98
1925,222434.19
1926,368548.88
1927,139692.16
1928,162178.23
1929,128872.12
1930,136640.05
1931,143891.64
1932,140582.58
1933,176805.64
1934,177639.0
1935,171801.33
1936,183818.02
1937,181814.12
1938,170295.69
1939,259560.11
1940,202411.36
1941,172698.3
1942,186586.69
1943,200818.73
1944,328800.94
1945,380571.72
1946,163566.64
1947,312356.2
1948,171476.16
1949,259880.48
1950,182417.62
1951,265206.53
1952,248878.78
1953,167996.73
1954,184263.06
1955,128804.08
1956,260692.5
1957,157533.25
1958,318319.88
1959,131875.5
1960,118781.72
1961,118997.15
1962,96612.87
1963,107425.08
1964,109650.85
1965,151303.81
1966,153981.78
1967,322404.0
1968,415400.2
1969,386684.94
1970,453491.22
1971,468145.72
1972,359504.56
1973,262343.2
1974,315180.97
1975,464098.38
1976,276397.56
1977,344888.66
1978,358825.62
1979,328911.03
1980,192565.77
1981,334416.38
1982,243192.33
1983,221449.56
1984,169996.55
1985,216037.38
1986,210025.4
1987,179160.16
1988,176612.9
1989,183804.92
1990,219592.95
1991,245406.34
1992,211269.97
1993,168909.95
1994,240523.17
1995,178775.8
1996,212990.61
1997,326211.88
1998,328345.5
1999,254646.22
2000,304593.8
2001,260424.95
2002,233859.19
2003,236067.12
2004,253655.81
2005,249208.61
2006,232034.0
2007,236415.92
2008,219561.17
2009,192151.98
2010,187365.34
2011,141078.64
2012,174044.02
2013,187248.92
2014,184799.05
2015,200524.66
2016,192950.23
2017,203855.61
2018,118468.91
2019,131766.36
2020,119571.445
2021,115090.125
2022,177919.28
2023,135959.83
2024,220951.25
2025,409191.66
2026,178298.03
2027,150574.48
2028,148982.28
2029,174766.05
2030,267223.75
2031,264188.56
2032,274269.3
2033,262004.72
2034,164116.02
2035,212617.58
2036,183270.69
2037,193214.83
2038,311407.06
2039,220053.11
2040,373646.88
2041,277859.84
2042,203333.6
2043,168283.39
2044,173951.12
2045,231556.52
2046,131372.11
2047,148214.25
2048,136331.14
2049,128439.016
2050,182350.64
2051,106149.14
2052,134485.53
2053,144577.97
2054,87170.67
2055,157490.2
2056,135742.28
2057,122182.45
2058,243937.86
2059,119910.4
2060,164258.94
2061,182010.98
2062,134652.62
2063,116941.95
2064,139285.08
2065,123766.52
2066,168950.8
2067,116213.875
2068,126581.85
2069,82830.56
2070,108382.21
2071,89521.0
2072,130017.58
2073,139016.75
2074,182786.31
2075,147763.75
2076,123641.11
2077,148821.64
2078,131656.16
2079,123186.76
2080,120133.32
2081,120611.3
2082,125781.83
2083,142059.58
2084,111749.49
2085,128604.62
2086,113467.35
2087,115684.445
2088,101289.414
2089,85249.164
2090,129241.47
2091,125712.69
2092,133477.94
2093,131274.33
2094,130975.945
2095,149372.86
2096,82492.2
2097,97644.98
2098,146795.78
2099,61703.07
2100,100159.86
2101,124689.62
2102,124720.914
2103,103524.89
2104,129990.125
2105,131748.1
2106,71497.74
2107,232560.5
2108,120530.586
2109,114287.77
2110,131301.64
2111,153030.92
2112,135031.89
2113,126305.51
2114,101808.1
2115,155127.64
2116,115606.65
2117,149847.72
2118,119280.87
2119,105909.35
2120,112466.09
2121,107369.695
2122,107369.59
2123,87604.625
2124,163495.83
2125,126764.1
2126,162957.86
2127,161538.81
2128,127551.7
2129,106492.836
2130,138259.88
2131,135484.19
2132,113329.33
2133,114572.68
2134,120824.695
2135,105761.95
2136,73425.63
2137,108078.21
2138,134305.36
2139,151603.05
2140,139005.12
2141,137873.44
2142,131165.19
2143,140668.78
2144,117351.3
2145,137196.75
2146,155868.98
2147,149266.92
2148,127366.14
2149,138424.6
2150,228549.69
2151,131403.08
2152,196036.27
2153,166202.7
2154,113695.3
2155,130204.65
2156,228789.88
2157,247316.98
2158,244611.2
2159,220563.19
2160,167942.45
2161,245637.89
2162,403161.56
2163,336018.38
2164,265077.47
2165,184352.47
2166,145240.1
2167,212877.12
2168,212681.27
2169,192805.06
2170,218543.77
2171,146122.62
2172,130621.38
2173,154056.77
2174,239129.4
2175,303212.5
2176,314339.9
2177,246517.14
2178,216179.2
2179,142162.5
2180,195881.84
2181,188165.98
2182,222258.0
2183,192696.14
2184,134352.27
2185,117484.78
2186,142365.28
2187,149442.23
2188,164650.55
2189,219242.72
2190,85769.375
2191,86694.76
2192,90393.49
2193,99267.78
2194,103294.266
2195,112595.8
2196,107329.555
2197,114937.2
2198,157867.45
2199,179090.45
2200,142846.36
2201,138582.39
2202,210355.1
2203,160296.03
2204,185515.11
2205,117370.625
2206,142954.02
2207,220172.19
2208,238145.56
2209,215920.14
2210,129042.69
2211,114372.78
2212,112460.84
2213,105857.414
2214,134295.98
2215,102580.2
2216,138391.39
2217,87468.77
2218,84841.86
2219,64086.73
2220,76963.805
2221,328204.84
2222,262765.22
2223,271338.3
2224,206185.75
2225,121508.96
2226,169692.17
2227,202840.42
2228,290051.9
2229,230476.5
2230,155262.45
2231,207459.02
2232,172094.44
2233,169584.0
2234,267950.78
2235,205069.78
2236,279312.06
2237,357684.28
2238,202100.58
2239,110944.09
2240,163386.53
2241,154349.42
2242,132175.92
2243,127186.02
2244,99334.33
2245,98491.875
2246,151370.22
2247,104165.63
2248,128737.234
2249,127926.08
2250,138920.7
2251,125870.695
2252,172896.27
2253,158199.88
2254,176628.66
2255,186502.8
2256,184837.0
2257,185224.55
2258,171229.52
2259,173765.73
2260,153591.92
2261,181254.45
2262,202661.55
2263,338551.44
2264,414372.2
2265,170057.66
2266,297286.94
2267,390432.47
2268,383273.7
2269,155549.4
2270,183640.77
2271,253194.61
2272,200057.25
2273,164576.92
2274,174360.38
2275,164952.17
2276,182852.88
2277,189494.48
2278,149151.19
2279,123228.95
2280,119411.09
2281,171607.73
2282,179634.23
2283,98256.48
2284,110033.24
2285,153242.84
2286,128423.66
2287,342842.9
2288,267438.3
2289,347700.8
2290,449344.9
2291,327257.78
2292,420120.72
2293,463055.1
2294,357564.4
2295,431576.78
2296,308857.78
2297,310588.47
2298,330282.84
2299,397888.66
2300,328173.1
2301,278985.4
2302,232117.64
2303,237268.8
2304,232913.84
2305,181002.98
2306,179191.34
2307,186650.2
2308,216536.25
2309,285573.66
2310,219118.7
2311,193968.08
2312,176862.7
2313,173574.05
2314,167711.03
2315,171754.67
2316,179456.8
2317,180332.02
2318,176395.1
2319,171491.42
2320,189726.22
2321,251965.56
2322,165256.2
2323,185256.42
2324,168994.64
2325,205115.5
2326,165769.98
2327,212940.25
2328,232247.78
2329,182802.58
2330,174409.1
2331,368134.06
2332,405221.7
2333,305392.94
2334,257989.86
2335,256917.89
2336,324967.8
2337,204677.94
2338,304040.47
2339,227628.34
2340,374554.1
2341,201662.97
2342,254912.02
2343,221586.12
2344,229477.66
2345,232352.31
2346,217737.5
2347,191193.81
2348,236944.69
2349,157159.94
2350,278399.88
2351,232249.83
2352,227349.61
2353,218472.48
2354,131354.55
2355,153333.52
2356,153778.38
2357,195848.62
2358,198079.08
2359,129144.39
2360,121734.44
2361,138370.67
2362,270963.72
2363,140321.14
2364,152788.73
2365,251358.25
2366,183996.27
2367,213035.2
2368,207523.19
2369,208960.05
2370,171969.06
2371,175117.72
2372,178583.16
2373,261087.73
2374,297849.3
2375,261008.6
2376,281968.1
2377,345719.4
2378,139292.55
2379,183567.88
2380,143340.48
2381,157102.7
2382,188307.23
2383,204270.81
2384,259716.44
2385,162459.89
2386,136705.73
2387,136651.53
2388,99927.26
2389,127935.195
2390,140152.94
2391,139774.98
2392,117284.484
2393,166659.36
2394,144182.12
2395,191289.8
2396,143015.33
2397,216306.25
2398,124656.43
2399,53048.945
2400,58692.414
2401,119032.35
2402,138458.62
2403,127768.91
2404,140864.52
2405,164185.64
2406,142524.56
2407,131415.0
2408,139553.53
2409,131243.47
2410,172469.08
2411,124117.87
2412,156982.42
2413,136366.14
2414,134726.12
2415,122041.57
2416,126739.24
2417,136071.89
2418,125738.38
2419,134609.27
2420,126961.4
2421,152100.73
2422,118329.836
2423,131605.66
2424,150054.14
2425,179819.1
2426,120703.46
2427,137320.9
2428,165330.56
2429,121965.29
2430,129702.78
2431,103103.78
2432,141224.5
2433,148091.34
2434,138185.23
2435,146190.97
2436,110951.086
2437,111552.664
2438,118905.13
2439,105053.75
2440,120564.34
2441,103799.71
2442,98311.81
2443,117182.46
2444,130568.13
2445,85691.625
2446,129109.73
2447,204299.3
2448,136154.62
2449,110095.5
2450,153790.64
2451,125767.46
2452,195401.34
2453,98424.87
2454,128770.18
2455,104340.16
2456,140092.78
2457,120525.2
2458,119532.63
2459,108755.5
2460,141007.89
2461,121333.4
2462,143998.39
2463,123233.79
2464,176023.58
2465,136230.67
2466,112100.97
2467,158300.67
2468,81852.7
2469,80271.58
2470,167819.44
2471,189241.14
2472,173773.34
2473,122362.664
2474,90363.64
2475,230703.02
2476,115621.87
2477,128162.86
2478,156464.34
2479,108304.83
2480,143064.19
2481,119965.14
2482,131274.94
2483,116682.64
2484,120277.03
2485,127970.266
2486,153049.95
2487,169365.86
2488,158006.77
2489,145661.06
2490,151688.64
2491,84770.914
2492,181740.47
2493,145441.47
2494,167501.94
2495,84324.41
2496,224879.16
2497,150494.52
2498,114722.08
2499,93411.51
2500,130196.02
2501,135983.45
2502,151643.47
2503,105014.414
2504,190512.97
2505,229044.17
2506,258079.0
2507,309675.7
2508,251932.86
2509,217800.25
2510,236223.19
2511,179247.22
2512,213307.94
2513,213122.83
2514,232462.3
2515,151685.52
2516,162645.25
2517,139064.88
2518,149817.86
2519,221641.8
2520,212778.27
2521,187237.75
2522,227365.02
2523,131003.65
2524,134411.8
2525,143825.2
2526,138479.11
2527,111244.52
2528,127268.82
2529,132467.12
2530,121514.3
2531,226264.64
2532,223390.9
2533,201303.47
2534,243227.73
2535,336774.1
2536,237194.25
2537,232303.2
2538,178114.27
2539,183649.61
2540,169770.55
2541,178025.0
2542,156207.84
2543,122120.76
2544,132134.34
2545,133428.66
2546,139199.02
2547,133287.44
2548,148760.67
2549,167186.88
2550,304557.5
2551,141790.73
2552,123893.805
2553,74351.375
2554,103917.836
2555,122838.34
2556,101409.6
2557,117362.055
2558,161633.2
2559,131743.72
2560,141920.03
2561,146481.45
2562,135782.11
2563,152046.22
2564,183873.86
2565,133057.45
2566,164897.1
2567,127830.625
2568,200495.5
2569,200027.1
2570,126012.234
2571,180910.8
2572,185840.27
2573,234848.25
2574,303720.1
2575,126928.33
2576,129859.17
2577,163501.77
2578,87422.0
2579,88585.7
2580,130703.0
2581,129846.88
2582,113425.55
2583,296195.6
2584,159821.52
2585,171293.53
2586,210089.92
2587,196533.92
2588,160883.58
2589,146920.3
2590,219762.69
2591,221633.83
2592,211720.4
2593,271521.9
2594,181626.89
2595,198610.84
2596,346328.0
2597,174961.88
2598,269953.53
2599,329307.62
2600,162395.73
2601,143752.25
2602,80757.25
2603,95791.19
2604,86838.85
2605,75832.82
2606,147423.5
2607,175957.84
2608,208469.38
2609,165440.3
2610,116564.45
2611,143654.31
2612,150371.6
2613,132364.27
2614,131614.14
2615,150466.39
2616,143548.3
2617,180163.02
2618,179720.95
2619,209343.34
2620,184289.03
2621,178282.81
2622,181728.08
2623,219076.31
2624,274473.44
2625,309583.47
2626,166396.02
2627,173453.3
2628,423386.97
2629,584716.8
2630,346399.88
2631,435309.22
2632,430079.25
2633,311168.1
2634,372009.06
2635,152136.95
2636,185661.5
2637,176801.39
2638,249148.73
2639,187322.52
2640,154382.38
2641,109156.52
2642,184011.83
2643,111558.86
2644,128095.0
2645,100099.01
2646,94486.45
2647,98994.625
2648,138703.66
2649,147102.92
2650,152403.0
2651,145820.9
2652,425951.0
2653,244228.48
2654,233791.4
2655,341673.75
2656,288806.9
2657,332814.88
2658,281860.12
2659,300475.62
2660,330866.8
2661,314725.88
2662,294404.47
2663,273056.62
2664,278428.22
2665,317343.5
2666,290201.7
2667,163697.42
2668,172627.45
2669,170738.78
2670,284269.47
2671,173999.61
2672,177319.55
2673,210729.64
2674,205739.16
2675,168550.98
2676,185344.62
2677,193727.67
2678,256992.39
2679,274943.2
2680,272352.72
2681,404647.06
2682,323890.72
2683,454725.2
2684,312766.6
2685,349345.25
2686,267425.75
2687,338751.53
2688,227143.55
2689,215776.84
2690,455637.8
2691,189015.22
2692,134921.08
2693,189806.95
2694,126144.3
2695,187114.22
2696,184246.86
2697,190721.17
2698,188805.11
2699,179338.98
2700,162766.84
2701,149910.3
2702,111697.055
2703,135614.95
2704,137062.64
2705,124677.766
2706,122599.11
2707,126238.36
2708,140249.12
2709,122622.08
2710,128358.03
2711,281092.6
2712,342280.38
2713,176932.14
2714,151464.03
2715,175945.31
2716,160465.39
2717,183506.3
2718,230051.64
2719,159106.23
2720,162759.58
2721,139812.03
2722,154658.58
2723,143206.78
2724,128239.305
2725,135227.92
2726,144676.98
2727,182941.52
2728,169716.77
2729,142650.72
2730,145468.17
2731,125971.06
2732,124609.67
2733,157045.67
2734,133305.33
2735,134696.7
2736,144996.11
2737,126019.59
2738,126838.55
2739,158409.47
2740,142251.02
2741,145472.62
2742,154582.22
2743,145745.27
2744,148855.78
2745,135426.61
2746,140930.9
2747,161980.28
2748,123489.89
2749,130498.1
2750,140094.1
2751,135708.08
2752,201553.58
2753,158710.16
2754,201666.31
2755,128532.86
2756,101354.5
2757,82903.93
2758,85475.27
2759,163140.75
2760,128919.51
2761,146389.36
2762,147029.45
2763,181593.8
2764,159732.72
2765,262861.06
2766,143378.28
2767,90669.83
2768,128823.695
2769,121808.21
2770,145656.6
2771,119147.39
2772,122010.84
2773,149634.73
2774,138483.05
2775,133662.84
2776,145784.17
2777,142936.17
2778,120068.11
2779,128664.516
2780,100447.04
2781,98175.375
2782,96512.19
2783,107874.79
2784,127912.516
2785,133736.11
2786,74908.125
2787,118632.336
2788,80258.336
2789,203451.39
2790,91605.31
2791,119720.664
2792,65940.68
2793,181506.7
2794,99799.1
2795,121558.625
2796,96915.37
2797,205832.9
2798,123563.414
2799,118056.28
2800,71501.94
2801,113005.66
2802,135760.81
2803,151560.39
2804,141561.83
2805,90493.94
2806,81685.62
2807,151456.38
2808,149464.45
2809,137840.73
2810,139529.1
2811,164459.52
2812,144394.89
2813,143181.02
2814,152209.1
2815,105174.91
2816,265920.88
2817,146774.66
2818,128278.16
2819,179930.75
2820,126549.484
2821,103486.9
2822,199520.81
2823,253292.75
2824,179564.88
2825,150317.56
2826,125888.02
2827,141425.31
2828,212355.33
2829,184953.92
2830,220356.08
2831,180501.44
2832,225442.52
2833,313370.25
2834,207113.33
2835,221495.28
2836,193266.34
2837,157375.88
2838,142684.52
2839,177803.94
2840,197333.36
2841,208691.89
2842,228982.19
2843,149020.14
2844,152428.67
2845,122037.54
2846,212895.3
2847,200909.83
2848,222032.08
2849,206778.56
2850,265107.03
2851,248620.69
2852,222495.81
2853,241381.3
2854,141837.05
2855,202446.42
2856,200938.17
2857,190388.6
2858,197421.7
2859,130354.53
2860,128547.85
2861,128035.836
2862,192114.55
2863,119405.234
2864,258401.7
2865,136838.92
2866,133443.95
2867,96789.65
2868,103978.47
2869,118204.69
2870,140095.02
2871,77181.57
2872,53490.062
2873,101096.09
2874,141548.78
2875,118651.984
2876,154212.2
2877,145806.42
2878,175973.84
2879,142502.5
2880,100040.43
2881,146666.0
2882,177662.05
2883,176613.78
2884,187726.66
2885,208503.64
2886,220348.56
2887,97208.625
2888,128759.45
2889,56673.45
2890,84504.695
2891,134721.78
2892,62560.72
2893,100635.28
2894,54582.58
2895,336661.75
2896,279499.53
2897,214333.47
2898,156319.28
2899,230996.97
2900,162840.23
2901,199633.53
2902,188069.17
2903,346148.34
2904,340087.1
2905,109457.555
2906,196045.53
2907,115135.875
2908,132443.33
2909,139068.25
2910,80156.32
2911,80704.83
2912,147286.2
2913,81522.234
2914,76798.62
2915,81163.22
2916,80059.94
2917,159084.95
2918,114643.7
2919,211069.69
